Kenora,Thunder Bay,Sault Ste. Marie,Sudbury,Timmins,London,St.Thomas,Owen Sound,Brantford,Guelph,Hamilton,Oakville,Barrie,Mississauga,Newmarket,Toronto,North Bay,Thorold,Whitby,Peterborough,Port Hope,Brockville,Ottawa
22,81,21,62,65,533,0,88,116,382,674,643,468,4449,2383,10138,25,639,1451,86,174,348,1946
